2016-09-12 17:11:03 INFO  ContextLoader:285 - Root WebApplicationContext: initialization started
2016-09-12 17:11:11 INFO  TableMetadata:67 - HHH000037: Columns: [product_option_value_id, sku_id]
2016-09-12 17:11:11 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_2jysijtxqvu262ysjfs81s50f, fk_gwun3emmkfxwxl7avo1vqj2p2]
2016-09-12 17:11:11 INFO  TableMetadata:70 - HHH000126: Indexes: [lnk_sku_option_value_pkey]
2016-09-12 17:11:11 INFO  TableMetadata:66 - HHH000261: Table found: public.sku
2016-09-12 17:11:11 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, code, createddate, ordering, quantity_avable, description, long_description, version, sale_price, enabled, retail_price, createby, active_start_date, active_end_date, product_id, name, updateddate, id, inventory_type, cost_price]
2016-09-12 17:11:11 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_t9g1p5ehoyo7m02kh9ub83btg]
2016-09-12 17:11:11 INFO  TableMetadata:70 - HHH000126: Indexes: [sku_active_start_index, sku_active_end_index, sku_pkey]
2016-09-12 17:11:11 INFO  SchemaUpdate:242 - HHH000232: Schema update complete
2016-09-12 17:11:11 INFO  HibernateTransactionManager:337 - Using DataSource [com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 1, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> z8kfsx9j8j0vle1q0ujhx|400374e1, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> org.postgresql.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> z8kfsx9j8j0vle1q0ujhx|400374e1, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:postgresql://localhost:5432/inShop, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 3000, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 50, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]] of Hibernate SessionFactory for HibernateTransactionManager
2016-09-12 17:11:11 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: Ant [pattern='/css/**'], []
2016-09-12 17:11:11 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: Ant [pattern='/fonts/**'], []
2016-09-12 17:11:11 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: Ant [pattern='/img/**'], []
2016-09-12 17:11:11 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: Ant [pattern='/js/**'], []
2016-09-12 17:11:11 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: Ant [pattern='/favicon.png'], []
2016-09-12 17:11:13 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.SecurityContextPersistenceFilter@7c31d528, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3b87fd34, org.springframework.security.web.header.HeaderWriterFilter@34994966, org.springframework.security.web.authentication.logout.LogoutFilter@1942d7a5, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6ba8d930, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@6fc2e72c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@116e41cb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1e9e43bc, org.springframework.security.web.authentication.rememberme.RememberMeAuthenticationFilter@33d27806, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4b5102d7, org.springframework.security.web.session.SessionManagementFilter@2852726f, org.springframework.security.web.access.ExceptionTranslationFilter@443d577a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@648f15b3]
2016-09-12 17:11:13 INFO  DefaultFilterChainValidator:124 - Checking whether login URL '/login' is accessible with your configuration
2016-09-12 17:11:13 INFO  ContextLoader:325 - Root WebApplicationContext: initialization completed in 9254 ms
2016-09-12 17:11:27 INFO  DispatcherServlet:457 - FrameworkServlet 'inShop': initialization started
2016-09-12 17:11:27 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'inShop-servlet': startup date [Mon Sep 12 17:11:27 MSK 2016]; parent: Root WebApplicationContext
2016-09-12 17:11:27 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/appServlet/servlet-context.xml]
2016-09-12 17:11:27 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/appServlet/controllers.xml]
2016-09-12 17:11:27 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/appServlet/aop.xml]
2016-09-12 17:11:28 INFO  PropertySourcesPlaceholderConfigurer:172 - Loading properties file from class path resource [messages.properties]
2016-09-12 17:11:28 INFO  AutowiredAnnotationBeanPostProcessor:141 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
